,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
151,bbva,2020-10-18 01:07:26,bbva_peru HenrryVillar Se han dado cuenta que cuando requintas de un banco o un servicio como telefonica por el tweeter te atienden mas rapido que por telefono?,Twitter for Android,0,0,"cuenta,servicio,banco,servicio",,,,2017-11-16 21:44:54,147,40
152,bbva,2020-10-18 01:06:23,"paolobenza Soy microempresario, tenemos una cuenta bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectorista en 2 oportunidades y fueron denegadas a pesar de cumplir con los requisitos, pedí las razones y en vez de respuestas me ofrecieron otro productos de capital de trabajo. https://t.co/gkPS6WS1Po",Twitter for Android,22,0,"cuenta,respuesta",,,,2009-05-12 18:32:43,84,83
155,bbva,2020-10-18 01:04:03,AgendaFutbolística 📆 Jornada14  Rayados 🆚 ClubPueblaMX  📆 Sábado 17 de Octubre 🕞 17:06 🏟️ BBVA 📺 FoxSportsMX  Guard1anes2020 ⚽ LigaBBVAMX 🤠 https://t.co/bm1BKEPuWe,Twitter for iPad,2,0,,,,,2010-04-02 03:22:46,5000,1215
156,bbva,2020-10-18 01:03:43,¡Gol de ClubpueblaMX! ¡Santiago Gabriel Ormeño anota de Penal  al minuto 66!  Rayados 3-1 ClubpueblaMX https://t.co/KjTAsjr8RL https://t.co/ZXE8z5lJjC,Twitter for Android,7,0,,,,,2017-05-28 04:55:49,311,111
157,bbva,2020-10-18 01:03:42,¡El árbitro señala Penal a favor de ClubpueblaMX  al minuto 65! https://t.co/KjTAsjr8RL,Twitter for Android,4,0,,,,,2017-05-28 04:55:49,311,111
159,bbva,2020-10-18 01:03:05,¡Gol de Rayados! ¡Rogelio Gabriel Funes Mori remata dentro del área  al minuto 49!  Rayados 3-0 ClubpueblaMX https://t.co/KjTAsj9xtb https://t.co/2FunYBd5Gl,Twitter for Android,11,0,,,,,2017-05-28 04:55:49,311,111
161,bbva,2020-10-18 01:02:33,Tamedamus en La mención de BBVA en el clásico tapatío  Gustazo como siempre verte a cuadro aunque fueron algunos minutos  Pd: buena narración el Jueves en el Pumas vs Azul Femenil 🎀💅🏻💁🏻‍♀️⚽,Twitter Web App,0,0,,,,,2019-06-09 23:31:08,1501,318
162,bbva,2020-10-18 01:02:21,"J9 Liga BBVA Expansión MX   45' FIN PRIMER TIEMPO  Se acaba el primer tiempo en el Andrés Quintana Roo con un marcador a favor de los locales quienes lo ganan por dos goles, Steven Almeida y Clemente Hernández los anotadores.  cancun_fc 2-0 PumasTabascomx",Twitter for Android,0,0,marcado,,,,2020-06-10 07:15:14,290,143
164,bbva,2020-10-18 01:01:35,"J9 Liga BBVA Expansión MX   45 '   Goooooooooool del camiseta 22 Clemente de Tiro libre, golazo  cancun_fc 2-0 PumasTabascomx",Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
166,bbva,2020-10-18 01:00:06,Premio a la estrategia de apoyo a la mujer de la Fundación Microfinanzas BBVA ODS5 https://t.co/BhM1Ct37Cm,Social Media Corresponsables,0,0,,,,,2009-11-06 11:11:03,6273,32596
172,bbva,2020-10-18 00:57:32,¡Todo listo en el 🏟️ BBVA!  Rayados y ClubPueblaMX se enfrentan en unos minutos ➡️ NoTeLoPuedesPerder ➡️ https://t.co/7xmzoTnODy  PorLaSaludDeTodos ➡️ Guard1anes2020 ⚽ LigaBBVAMX 🤠 https://t.co/flEQaphRmh,Twitter for iPad,7,0,,,,,2010-04-02 03:22:46,5000,1215
173,bbva,2020-10-18 00:56:41,¡Inicia el partido entre: Rayados y ClubpueblaMX! Síguelo en https://t.co/KjTAsjr8RL,Twitter for iPad,3,0,,,,,2010-04-02 03:22:46,5000,1215
175,bbva,2020-10-18 00:55:15,J9 Liga BBVA Expansión MX   40'   Goooooooool Steven Almeida tira y en el rebote la mete de cabeza.   cancun_fc 1-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
176,bbva,2020-10-18 00:54:45,La economía digital está modificando las destrezas que necesitan tener los trabajadores 👷🏾‍♀️ 👨🏼‍🏭 y puede generar un desempleo considerable. NWGleason defiende la educación 📚 🎓 para preparar a los estudiantes para la resiliencia formativa 💪🏻. DataWork 📖 https://t.co/wr1sDjEdGY,Twitter Web App,3,0,,,,,2014-07-25 08:46:39,713,3314
179,bbva,2020-10-18 00:53:38,¡Gol de Rayados! ¡Ake Arnaud Loba remata dentro del área  al minuto 33!  Rayados 2-0 ClubpueblaMX https://t.co/KjTAsjr8RL https://t.co/rpm28Dm2k0,Twitter for iPad,11,0,,,,,2010-04-02 03:22:46,5000,1215
180,bbva,2020-10-18 00:53:10,J9 Liga BBVA Expansión MX   39'  Oportunidad en balón parado para los locales.   cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
181,bbva,2020-10-18 00:51:56,Rayados rogelio7funes BBVA_Mex Asi es con goles se le calla el hocico a tanto reventador de memoria corta venga funes a seguir trabajando,Twitter for Android,0,0,,,,,2009-09-13 02:15:26,366,98
182,bbva,2020-10-18 00:51:31,Rayados vence sin problemas a Puebla en el BBVA ⚽🤠🎽 https://t.co/0gtNZ3jNWM,TweetDeck,0,2,,,,,2012-11-19 14:49:40,406,65039
187,bbva,2020-10-18 00:49:51,Gooooooooooooooooolazo de Rogelio Funes Mori! Rayados ya derrota 3-0 al ClubPueblaMX en el BBVA Bancomer. VamosRayados 🔵⚪️⚽️⚽️⚽️,Twitter for Android,2,0,,,,,2012-06-05 00:44:49,527,377
191,bbva,2020-10-18 00:48:17,_Deibe_ Jajajaja Te van a bajar tu lana Con eso directo en cualquier cajero BBVA lo cobran.  Corre tiempos,Twitter for Android,0,2,,,,,2011-04-10 19:39:19,1240,774
192,bbva,2020-10-18 00:48:05,"tavitoclavoun julioastillero BBVA_Mex Call center ubicado en los penales del país. Llevan años haciendo llamadas extorsivas, obvio están organizados y reciben indicaciones de gente fuera, incluyendo algunos empleados y ex-empleados bancarios. El punto más débil de una infraestructura de seguridad son los usuarios.",Twitter Web App,0,2,"llamada,seguridad",,,,2017-12-31 14:02:26,492,32
193,bbva,2020-10-18 00:48:02,"Rayados rogelio7funes BBVA_Mex Vamos cabron,mete las faciles we",Twitter for Android,0,0,,,,,2017-07-06 20:26:45,543,82
194,bbva,2020-10-18 00:47:45,Guardianes2020🇲🇽⚽  Rayados 🤠 3-1 🎽 ClubPueblaMX  ¡Se termina el partido en el BBVA y Rayados se lleva un triunfo importante  CompartimosLaEmoción https://t.co/0nJBH4Nts3,Twitter for Android,2,0,,,,,2019-03-26 21:16:44,4926,463
195,bbva,2020-10-18 00:47:31,J9 Liga BBVA Expansión MX   33'   Y ya tenemos gran polémica con un par de penales en el Andrés Quintana Roo.   cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
196,bbva,2020-10-18 00:47:30,Rayados rogelio7funes BBVA_Mex Siiiiiii se puede Rayados  Excelente goooool Funes 👏👏👏👏💙⚪,Twitter for Android,0,0,,,,,2020-01-11 19:56:06,153,25
198,bbva,2020-10-18 00:45:07,👍 on YouTube: ¡GOOOL! ¡Gol de Antuna! | Chivas 1-0 Atlas | Guard1anes 2020 Liga BBVA MX - J14 | TUDN https://t.co/iKCOfagqd0,IFTTT,0,0,,,,,2011-02-09 19:26:08,8316,8560
200,bbva,2020-10-18 00:44:22,julioastillero Es todo un call center que hasta hace dudar de BBVA_Mex Demasiada infraestructura.,Twitter for Android,0,0,,,,,2009-12-25 22:20:25,277,78
201,bbva,2020-10-18 00:44:14,"Existen cuentas falsas en redes sociales que responden a nombre de empresas para engañarte, checa este QUICKTIP para que evites ser víctima de cualquier fraude. 🔐 https://t.co/2R3elIBAGe https://t.co/DzhYL2LTc7",Twitter for iPhone,3,0,"cuenta,fraude",,,,2020-05-12 00:28:24,1,0
203,bbva,2020-10-18 00:43:11,Aficionados ingresan al Estadio BBVA Bancomer EstadioDRayados. Monterrey futbol Trabajo realizado para Notimex. https://t.co/5a111C7m3M https://t.co/PAKhJLkokl,Twitter for iPhone,4,0,,,,,2020-10-06 18:25:22,29,26
205,bbva,2020-10-18 00:42:31,"¡Triunfo valioso!  Con goles de NicoGabSanchez de penalty,Akeloba_off! ¡En gran jugada! Y Rogelio7Funes de crack Rayados vence 3-1 al ClubPueblaMX en estadio BBVA para meterse en la pelea por el cuarto lugar general  📸: Rayados Vía: joeluigarza https://t.co/r8mlAgzvek",Twitter for Android,0,6,,MX,city,"San Nicolás de los Garza, Nuevo León",2013-10-25 16:04:05,134,62685
208,bbva,2020-10-18 00:41:23,J9 Liga BBVA Expansión MX   27'   Cancún domina el partido pero aún la diferencia no se ve reflejada en el marcador.  cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,marcado,,,,2020-06-10 07:15:14,290,143
211,bbva,2020-10-18 00:40:50,"BBVA_Colombia Me llamaron casi a las 5pm desde las 8am que mande el mensaje al fb, y aún así me dicen que tengo que esperar 3 días. Politica de la empresa o ineptitud de sus empleados?",Twitter for Android,0,0,llamaron,,,,2015-09-14 22:24:49,821,2661
213,bbva,2020-10-18 00:40:30,Rayados rogelio7funes BBVA_Mex Vamos por Esa copa a Tijuana!,Twitter for Android,0,0,,,,,2019-03-02 17:23:28,157,105
224,bbva,2020-10-18 00:36:49,J9 Liga BBVA Expansión MX   22'   Se mantiene el empate en el Andrés Quintana Roo.   cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
225,bbva,2020-10-18 00:35:16,"Si alguien quiere y puede ayudarnos, pueden depositarnos a esta cuenta bancaria Clabe BBVA 012180015607246296 Adolfo Figueroa",Twitter for Android,8,0,cuenta,,,,2010-11-20 23:22:05,3358,650
226,bbva,2020-10-18 00:33:41,Resumen y Goles | Monterrey vs Puebla | Liga MX - Guardianes 2020 - Jornada 14 | LIGA BBVA MX https://t.co/DN8P2bDQbe LigaMX SienteTuLiga,Microsoft Power Platform,0,0,,,,,2014-01-05 21:43:09,1015,7529
229,bbva,2020-10-18 00:33:03,"Hace 3 meses mi papá fue a renovar contrato con Citibanamex en una de las pocas sucursales que daban servicio.  Pidieron un  celular, desde ahí BBVA_Mex BancoAzteca Coppel chopo_cercadeti entre otros hablan a todas horas preguntando por él. Donde está la confidencialidad?",Twitter for Android,1,0,"sucursal,servicio,servicio",,,,2012-08-24 20:08:02,574,387
230,bbva,2020-10-18 00:32:49,"Nadie: La app de bbva: Tu saldo es inferior a 100€!!!  Papi, agradece que alguna vez estuvimos por encima.",Twitter for iPhone,1,0,app,,,,2011-09-08 17:36:34,620,661
232,bbva,2020-10-18 00:32:07,"LigaBBVAMX   FINAL EN EL ESTADIO BBVA  Monterrey 3-1 Puebla  Goles: Nicolás Sanchez (5' penal), Ake Arnaud Loba (34'), Rogelio Funes Mori (49') / Santiago Ormeño (67' penal).  Rayados ClubPueblaMX Guard1anes2020 Jornada14 https://t.co/nnsqTjMRMs",Twitter for Android,0,0,,,,,2014-09-27 16:29:18,2984,280
233,bbva,2020-10-18 00:31:04,"_madafaka_26 Rayados Ese ingeniero arma la porra desde general en el tec y luego ahora en la 10 sur del bbva, capo.",Twitter for iPhone,0,2,,,,,2017-07-30 19:07:16,276,1034
234,bbva,2020-10-18 00:31:01,Puebla es tercer equipo que más partidos ha jugado en el Estadio BBVA.  11 Tigres 10 Santos Laguna 8 América 8 Puebla https://t.co/O1ldBThk6k,Twitter Web App,0,0,,,,,2011-03-01 22:29:54,2001,22552
235,bbva,2020-10-18 00:30:48,erikamercadosan DocsMX vivepanasonic BBVA_Mex imcine Cuáles instrucciones? A mi no me aparece nada. Te refieres a la leyenda roja debajo de la descripción de cada proyecto?,Twitter for iPhone,0,0,,,,,2017-09-20 03:01:43,239,30
237,bbva,2020-10-18 00:30:00,Contenido 🔞 Pago por paypal 💳 o en efectivo 💵 en bancos BBVA o en tiendas OXXO en México 🇲🇽 https://t.co/T0KDBFnpBs,Twitter Web App,0,4,"banco,pay,efectivo",,,,2020-09-27 00:55:43,6,1493
238,bbva,2020-10-18 00:29:24,J9 Liga BBVA Expansión MX   15'     El conjunto local sigue presionando y ya tuvo otras oportunidades después de ese penal que aún no concretan.  cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,1,,,,,2020-06-10 07:15:14,290,143
250,bbva,2020-10-18 00:25:12,"JossMp97 Ah pero cuando juegan vs los tigres nadie pasa del 6, algo tiene el BBVA que le siénta bien a los gatos.",Twitter Web App,0,1,,,,,2020-07-13 21:35:12,55,7
254,bbva,2020-10-18 00:24:54,J9 Liga BBVA Expansión MX  15' Amarilla para Manuel Sibaja de Cancún FC.   cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
260,bbva,2020-10-18 00:22:28,J9 Liga BBVA Expansión MX  08'   La falllooooooo capitán Basulto falla el penal    cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
261,bbva,2020-10-18 00:22:08,HuaweiMobileMx Desarrollen bbva mx,Twitter for Android,0,0,,,,,2012-01-22 05:32:24,609,186
262,bbva,2020-10-18 00:21:44,J9 Liga BBVA Expansión MX  06'  Penaaaaal   cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,0,,,,,2020-06-10 07:15:14,290,143
263,bbva,2020-10-18 00:21:03,"El ClubPueblaMX se enfrentó a Rayados en el Estadio BBVA, aquí te contamos algunos datos de su actuación en la Jornada14 de la LigaBBVAMX Guard1anes2020 🎽 https://t.co/fuIx2RTamt",Hootsuite Inc.,0,7,,,,,2011-08-12 22:31:36,84,3126995
264,bbva,2020-10-18 00:20:53,J9 Liga BBVA Expansión MX  06'  Cancún FC ya tuvo la primera de los pies de Baaulto cancun_fc 0-0 PumasTabascomx,Twitter for Android,0,1,,,,,2020-06-10 07:15:14,290,143
266,bbva,2020-10-18 00:19:41,⏱️💥 ¡Se acabó el partido!  Rayados ganó en casa y alcanza a Tigres momentáneamente en el Guard1anes 2020 BBVA MX 🤠🔥  Rayados | TusGuard1anes2020 | LaFranjaQueNosUne   https://t.co/IV0pFFFkoF https://t.co/NpjVJ8WX1s,Twitter for iPhone,1,0,casa,,,,2011-06-02 16:50:03,858,555
267,bbva,2020-10-18 00:19:27,"pacocienfuegos Chinga tu madre pinche mierda, cuando estabas de alcalde en Guadalupe ni abriste investigaciones en las agresiones del BBVA en mayo del 2017. Chinga tu madre pinche mierda con patas.",Twitter for Android,0,0,,,,,2010-05-11 03:12:46,88,738
268,bbva,2020-10-18 00:19:01,"Faaa que buen servicio que tiene el bbva_argentin , apenas los agrego tengo 3 Ejecutivos de cuenta a mi disposición, por las dudas les paso mis datos a los 3. https://t.co/2H5VRsfRf1",Twitter Web App,0,0,"cuenta,servicio,servicio",,,,2015-01-10 00:11:44,258,74
269,bbva,2020-10-18 00:17:01,3 puntos en Casa 🏡  Rayados de Monterrey vs Puebla J14 Estadio BBVA 📍 🏟  LA PANDILLA 🔵⚪ 🇫🇮Monterrey 🇲🇽México.  rayados  LaPandilla  EnLaVidaYEnLaCancha  Rayados Monterrey ARRIBAELMONTERREY   soccer laliga sport photography photo instagram instagood  ligamx https://t.co/aE0PfWnPLo,Twitter for Android,0,0,puntos,,,,2020-09-03 02:29:36,279,16
270,bbva,2020-10-18 00:15:30,"CiroGomezL Lamentablemente la llamada llega de la línea del banco, a mi papá le pasó con BBVA_Mex lo más extraño es que tienen todos los datos, hasta saben en qué sucursal abriste la cuenta, yo pienso que son empleados de los bancos que hacen este tipo de fraudes",Twitter for iPhone,0,0,"cuenta,sucursal,llamada,banco,fraude",,,,2011-03-15 02:15:45,304,84
271,bbva,2020-10-18 00:15:20,Ponte las pilas Citibanamex o me cambio de banco xdxd https://t.co/3qpqBhM5o6,Twitter for Android,0,0,"banco,cambio",,,,2018-11-18 04:56:34,1191,209
272,bbva,2020-10-18 00:14:52,FINAL en el BBVA Bancomer  Monterrey 3-1 Puebla  Sebastián Vegas ingresó a los 65' en el local LigaMXxEEC,TweetDeck,0,0,,,,,2009-08-21 16:12:26,32030,58370
274,bbva,2020-10-18 00:14:26,⚽ LigaMX Guard1anes2020 DatoGEB HG  ¡Se acerca a los 4 mejores!  Marcador Final - Jornada 14  Rayados 3 - 1 ClubPueblaMX    Primera vez que Monterrey le gana juegos consecutivos a Puebla jugando en el estadio BBVA. https://t.co/yzpP95YvZq,Twitter Web App,0,0,,,,,2013-10-10 07:15:56,9002,8187
275,bbva,2020-10-18 00:14:13,"Finaliza partido en el estadio BBVA, correspondiente a la Jornada 14, y la Franja no encuentra el triunfo.  Puebla https://t.co/7HbBBXNrcF",Twitter Web App,0,0,,,,,2011-10-30 18:24:35,2701,2832
276,bbva,2020-10-18 00:14:04,"Alexiers16 HuaweiMobileMx BBVA_Mex AppGallery Yo si tengo Bancomer, en P40 pro",Twitter for Android,0,0,,,,,2013-05-13 17:07:21,53,59
278,bbva,2020-10-18 00:12:43,"ChristopherAlph Hola Christopher, estamos atendiendo tu consulta mediante mensaje interno. ¡Quedamos atentos!",S1Gateway,0,0,,,,,2011-02-22 16:19:08,141,281084
279,bbva,2020-10-18 00:11:59,Hoy apoyamos desde el zoom del BBVA  JRPalaciosChapa  lau_rdz  fher_gzz   ArribaElMonterrey  Vamos Rayados https://t.co/eXVmEkEcAc,Twitter for iPhone,2,0,,,,,2010-09-23 15:36:29,692,664
283,bbva,2020-10-18 00:10:30,"90' MTY 3-1 PUE | ¡Y GANÓ LA PANDILLA! Rayados vence a Puebla en el BBVA con goles de Nico Sánchez, Aké Loba y Funes Mori. 🔥 https://t.co/WwqD82lqHP",Twitter for Android,0,0,,,,,2019-02-10 05:20:13,121,14
284,bbva,2020-10-18 00:10:26,"Corrección: me quitaron 10,000 puntos vida en el bbva_peru sin avisarme.",Twitter for iPhone,0,0,puntos,,,,2009-08-16 00:18:08,364,561
285,bbva,2020-10-18 00:10:14,"¡Tres puntos más a la bolsa! 3️⃣ ✅  Rayados volvió al triunfo en el BBVA al derrotar al Puebla por 3-1. Gran actuación de Ponchito González, lamentablemente se nos lesionó, al igual que Loba.😩  Crónica y videos: https://t.co/WzIHRfFU3A https://t.co/g8BAkjXgAk",Twitter for iPhone,1,0,puntos,,,,2011-11-13 01:48:53,1353,2347
286,bbva,2020-10-18 00:09:35,"GANARON LOS RAYADOS ° ° Con goles de Nicolás Sánchez, Ake Loba y Rogelio Funes Mori, Monterrey venció a Puebla tres por uno. Por parte de la Franja marcó Santiago Ormeño. en Estadio BBVA Bancomer https://t.co/vJeGZXS6v7",Instagram,0,0,,MX,city,"Guadalupe, Nuevo León",2019-08-08 19:45:37,153,154
288,bbva,2020-10-18 00:09:10,Victoria de Rayados 3-1 sobre la franja ClubPueblaMX en el BBVA.  LigaBBVAMX Guard1anes2020 https://t.co/I9FqP7VNsI,Twitter for iPhone,0,0,,,,,2020-03-30 21:19:19,646,42
289,bbva,2020-10-18 00:08:50,"Guard1anes2020  LigaBBVAMX  Jornada 14  Marcador Final  Rayados 🤠 3 Nico Sánchez 4', Ake Loba 33', Funes Mori 49'  ClubPueblaMX 🎽 1 Santiago Ormeño 66'  🏟 BBVA",Twitter Web App,1,0,,,,,2014-01-23 18:49:05,384,1544
291,bbva,2020-10-18 00:08:05,"Rayados | Guard1anes2020 | LigaMX ⚽  Con goles de NicoGabSanchez  Akeloba_off y rogelio7funes, Monterrey vence a los Camoteros en el BBVA y de paso da un paso firme rumbo a la clasificación.  🤠 Rayados 3-1 🎽 ClubPueblaMX",TweetDeck,0,3,,,,,2009-05-22 23:30:26,76,178860
292,bbva,2020-10-18 00:07:56,"Vencieron 10,000 puntos vida en el bbva_peru y no me di cuenta 😤🤬",Twitter for iPhone,0,0,"cuenta,puntos",PE,city,"Espinar, Peru",2009-08-16 00:18:08,364,561
293,bbva,2020-10-18 00:07:48,"¡La Franja suma nueva derrota!    El Club Puebla cayó por tres goles a uno ante los Rayados de Monterrey, en partido disputado en la cancha del Estadio BBVA. La Franja está dejando ir el repechaje a la liguilla.   DalePuebla https://t.co/L2TLlIJxwF",Twitter for Android,0,2,,,,,2017-10-20 03:09:39,148,2339
295,bbva,2020-10-18 00:07:36,Monterrey doblo 3-1 a Ouebla en el Estadio BBVA Bancomer.,Twitter Web App,0,0,,,,,2009-12-17 23:47:08,1737,198
298,bbva,2020-10-18 00:06:12,🗺️  Torneo Guard1anes 📅 Fecha 14 ⚽️ Monterrey 3      Puebla       1 🏃 Santiago Ormeño jugo todo        el segundo tiempo y anoto       el descuento de penal.  🏟️   Estadio BBVA Bancomer 📱  12° con 14 puntos ➡️🆚 León (23/10) 📸 Puebla (prensa) https://t.co/FXxmlRvCpX,Twitter Web App,0,0,"puntos,descuento",,,,2017-03-14 02:33:09,93,61
299,bbva,2020-10-18 00:06:12,"MTYvsPUE | 🤠 3-1 🎽  ⏰ 94’ FINAL   ¡VICTORIA RAYADA! 🔵⚪️   Rayados derrotó 3-1 a ClubPueblaMX en la cancha del BBVA. Las anotaciones del cuadro regiomontano fueron de Nico Sánchez, Ake Loba y Funes Mori. https://t.co/nf9CnJzHZM",Twitter for iPhone,0,1,,,,,2015-05-24 19:27:38,559,1160
302,bbva,2020-10-18 00:05:53,Guard1anes2020 | Min 90+6' ⏱️  Terminó el partido en el BBVA. Rayados ganó y se quedó con los tres puntos.  MTY 🤠 3-1 PUE 🎽  Acciones del partido: https://t.co/4IRHEvYGLP  SomosONCE https://t.co/GSV36oTTy6,TweetDeck,0,1,puntos,,,,2018-01-08 23:11:16,659,15125
304,bbva,2020-10-18 00:03:40,Gol de S. Ormeño | Monterrey 3 - 1 Puebla | Liga MX - Guardianes 2020 - Jornada 14 | LIGA BBVA MX https://t.co/JDpjxbQdM5 LigaMX SienteTuLiga,Microsoft Power Platform,0,0,,,,,2014-01-05 21:43:09,1015,7529
305,bbva,2020-10-18 00:03:33,"Termina el encuentro en el BBVA y Rayados golea 3-1 al ClubPueblaMX, ¿Tendrá dignidad y se irá Reynoso? LigaBBVAMX",Twitter for Android,0,0,,,,,2010-01-07 21:21:08,1511,283
306,bbva,2020-10-18 00:03:09,"¡Te presentamos la nueva tarjeta Aqua de BBVA! No tiene impreso el número de la tarjeta ni la fecha de caducidad, y el código de verificación es dinámico 👏. ¡Solicita la tuya! 👇  https://t.co/bZlCstbp49",Twitter Web App,2,0,tarjeta,,,,2010-07-11 02:20:30,455,273
307,bbva,2020-10-18 00:02:18,"Me choca la app de BBVA_Mex me deja entrar cuando quiere con los datos, pero con red wifi si se puede",Twitter for iPhone,0,0,app,,,,2009-08-26 20:19:48,355,126
308,bbva,2020-10-18 00:01:05,"BBVA_Colombia NO, no dan solución y solo llaman a que les cuente la historia, también van a engañar por este medio? Me llamaron a decirme que no saben, por mensaje me dicen que lo van atender. Resumen más de un mes de Engaño. https://t.co/erGlx46fbu",Twitter for iPhone,0,0,llamaron,,,,2010-10-02 18:06:03,929,1187
309,bbva,2020-10-18 00:00:15,¡Disfrutá de un fin de semana en casa reviviendo lo mejor de MasterChefUY! 📺👀 Visitá nuestro canal de YouTube  y mirá los programas que más quieras. 🍳👨‍🍳 → https://t.co/tA9SVsch4y   MasterChefCelebrity  canal10uruguay bbva_uruguay XimeTorres8 pugliainvita elfranchuteji https://t.co/7wiSEVUyRK,Hootsuite Inc.,0,1,casa,,,,2016-10-18 15:36:41,86,27024
310,bbva,2020-10-18 00:00:09,SomosCornerMX  ¡Volvió el jugador 12!  Enrique Cano nos trae las impresiones que dejó el regreso de la afición a los estadios de la Liga BBVA  https://t.co/YimsyU6Mvh,Buffer,0,0,,,,,2019-06-17 23:34:32,197,215
311,bbva,2020-10-18 00:00:00,"¿Has caído en la tentación de hacer una compra innecesaria y descompletar algún gasto recurrente como la renta? 😣  Con los apartados de la app BBVAMéxico, puedes separar dinero en tu cuenta y retirarlo cuando lo necesites. 🙌📲  ¡Es gratuito! https://t.co/bZCzCN7Lue https://t.co/DyXpeBkIJj",TweetDeck,0,9,"cuenta,app,dinero",,,,2012-07-16 23:03:48,36,249461
312,bbva,2020-10-17 23:59:54,"BBVA_Colombia NO, no dan solución y solo llaman a que les cuente la historia, también van a engañar por este medio? Me llamaron a decirme que no saben, por mensaje me dicen que lo van atender. Resumen más de un mes de Engaño.",Twitter for iPhone,0,0,llamaron,,,,2010-10-02 18:06:03,929,1187
314,bbva,2020-10-17 23:58:21,"nathalyeherrera Hola Nathalie, te informamos que ya atendimos tu caso por Mensaje Directo, adicional a ello, ya te brindamos la información correspondiente por vía telefónica, si deseas realizar alguna consulta o trámite adicional seguiremos en contacto por Mensaje Privado. Un saludo.",Salesforce - Social Studio,0,0,,,,,2010-08-06 00:58:19,1034,35185
315,bbva,2020-10-17 23:57:00,"StellaEugenia Hola Elizabeth, gracias por escribirnos, queremos atender el inconveniente presentado, por favor amplíanos la información de tu requerimiento por Mensaje Directo. Estamos atentos. Un saludo.",Salesforce - Social Studio,0,0,,,,,2010-08-06 00:58:19,1034,35185
317,bbva,2020-10-17 23:56:04,amorypasipn BBVA Provincial - Cumaná,Twitter for Android,0,2,,,,,2010-09-09 20:13:29,1424,1900
318,bbva,2020-10-17 23:55:25,"mapozx A mi hace meses saque la tarjeta Free fue un calvario y  para recogerla tuve que ir a sucursal y casi rogarles que me la dieran, dos meses después cancele y se enojaron mejor me quedo con BBVA_Mex y AmericanExpress las mejores",Twitter for Android,1,1,"tarjeta,sucursal",,,,2015-08-17 09:18:41,28,2139
321,bbva,2020-10-17 23:53:05,Si eres cuentahabiente de Santander o BBVA cuidado con esto (por QuintoPoder) https://t.co/5zsjPvjNoe vía julioastillero,Twitter for Android,0,0,cuenta,,,,2012-08-12 18:15:28,1933,1298
322,bbva,2020-10-17 23:52:41,"Y continuamos. Es normal que al abrir la app de BBVA_Colombia en mi celular Android, se autentique automaticamente sin poner mi huella?  🤦‍♂️",Twitter Web App,0,2,app,,,,2008-01-16 19:21:30,2143,876
323,bbva,2020-10-17 23:52:06,"mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice datos que solo tiene tu banco y caes, (asi como ofrecen tarjetas HSBC y BBVA cuando nunca has pisado esas instituciones)",Twitter for iPhone,2,0,"tarjeta,banco,ofrece",,,,2018-07-08 23:17:26,2729,2247
324,bbva,2020-10-17 23:51:43,mario_dico50 Y el.banco se desliga de cualquier responsabilidad.. ojo.. en mi caso fue bbva ..,Twitter for iPhone,1,0,banco,,,,2018-07-08 23:17:26,2729,2247
325,bbva,2020-10-17 23:51:13,LoMásVisto  Si eres cuentahabiente de Santander o BBVA cuidado con esto.   👉 https://t.co/Ij9ljexarJ  SinEscalas https://t.co/gqJUZWlH1t https://t.co/MuHrXz7XqH,Twitter for Android,1,0,cuenta,,,,2010-04-16 17:44:46,974,406
330,bbva,2020-10-17 23:45:07,"A LA VENTA DISCOGRAFIA DE LA ORQUESTA CASINO DE LA PLAYA, AYUDAME VivirEnColombiaEs viernesdelabios VinaAlbaliValdepenas BBVA Lamborghini RBG ingenieria Musica salsamexico salsaparatodos MamboMseto CaribeMexicano Caribe  https://t.co/FVEnq2x2sp",Twitter Web App,1,0,,,,,2019-08-09 13:30:17,2442,238
331,bbva,2020-10-17 23:42:33,"¿Retirarías tu cuenta de ahorros del Banco Santander, BBVA y cualquier banco que financie fake news de Eduardo Inda y a la extrema derecha española? Yo sí, obvio.",Twitter for Android,7,0,"cuenta,banco",,,,2020-06-08 09:20:31,1648,3095
