,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
307,BancoAzteca,2020-10-16 19:24:24,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Es Todo Mi Gober, ojala podamos verlo por aya ✌️",Twitter for Android,0,1,,,,,2020-08-28 00:42:58,79,4
308,BancoAzteca,2020-10-16 19:24:23,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas mi gober usted mejor que nadie sabe como es el sinaloense en ambientes deportivos, y seamos sincermos no obedeceran las reglas o protocolos ya lo vimos en culiacan y se repetira en mazatlan, si es por negocio para usted y sus allegados ya esta nomas digalo y ya... saludos",Twitter Web App,0,9,,,,,2010-06-01 21:01:27,634,43
310,BancoAzteca,2020-10-16 19:24:00,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Escenario del próximo golpe a Faitelson_ESPN,Twitter for Android,0,0,,,,,2011-02-17 22:01:20,2107,132
312,BancoAzteca,2020-10-16 19:23:48,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas No es momento, las pasiones se desbordan y el virus también, cuidado gober",Twitter for Android,0,1,,,,,2020-02-02 04:21:24,490,13
313,BancoAzteca,2020-10-16 19:22:20,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Con todo respeto señor, no espere mucho. Ya vio las imágenes del ganado que entró a los estadios y no obedecieron las instrucciones de la distancia y cubrebocas.",Twitter for iPhone,1,0,,,,,2012-05-21 23:15:06,279,72
315,BancoAzteca,2020-10-16 19:21:33,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas En desacuerdo.,Twitter for iPhone,1,0,,,,,2012-05-21 23:15:06,279,72
323,BancoAzteca,2020-10-16 19:13:51,"BancoAzteca ¿Realmente son un banco? Eso es absurdo, Cualquiera puede depositar en Citibanamex, BBVA_Mex, HSBC_MX, Banorte_mx, BanCoppel, SantanderMx de Mérida a Baja California sin que cobren comisión por depositar entre cuentas! AsocBancosMx Banxico, ¿pueden hacer esto los bancos?",Twitter Web App,0,0,"cuenta,banco",,,,2010-09-09 01:49:24,0,22
324,BancoAzteca,2020-10-16 19:08:25,"david19mx Hola David, buenas tardes. Te comentamos que existe una comisión por depósito del 5% aproximadamente si te hacen un depósito fuera de tu región, en caso de transferencias no se cobra extra.",S1Gateway,0,0,transferencia,,,,2010-09-06 15:09:31,2987,26722
325,BancoAzteca,2020-10-16 19:08:07,"BancoAzteca Me supongo, de este lado estoy trabajando en denunciar las malas prácticas y violacion de la ley de datos personales. Espero que al vender su cartera de deudores se aseguren que la empresa receptora tenga la preparación necesaria para su labor. Gracias 🙂",Twitter for Android,0,0,,,,,2019-03-03 21:48:06,674,39
326,BancoAzteca,2020-10-16 19:07:23,"BancoAzteca comprenden mi molestia contra el hijo de puta mal nacido de RicardoBSalinas? wow, excelente servicio 😍 voy inmediatamente a abrir una cuenta a SantanderMx, digo, porque en BancoAzteca van a dejar de pagar prestaciones 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️",Twitter for Android,0,0,"cuenta,servicio,servicio,excelente",,,,2013-09-06 01:52:40,494,74
327,BancoAzteca,2020-10-16 19:04:15,"eruditovioleta Hola Gerardo, buenas tardes. Comprendemos tu molestia, sin embargo, que ya se reporto está situación y se encuentra en validación por parta de nuestras áreas de apoyo, ya que no corresponden a Banco Azteca.",S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
328,BancoAzteca,2020-10-16 19:03:52,"BancoAzteca Iba a hacer un depósito a otra cuenta, pero me dijeron que había comisión por ser una cuenta de otro estado, ¿es correcto? Suena absurdo que cobren comisión por operaciones desde un mismo banco, así que me imagino que es un fraude interno de sus empleados.",Twitter Web App,0,0,"cuenta,banco,fraude",,,,2010-09-09 01:49:24,0,22
329,BancoAzteca,2020-10-16 18:58:33,"Mira RicardoBSalinas con el spei que recibí de BancoAzteca puedes comprarte una bici e ir a rechingar a tu puta madre, por cierto, nunca abran estos correos, si nadie los quiere por qué creen que alguien les iba a mandar dinero? 🤷🏽‍♂️ https://t.co/ub4cZIgx5t",Twitter for Android,0,0,"spei,dinero",,,,2013-09-06 01:52:40,494,74
330,BancoAzteca,2020-10-16 18:53:24,"MNKIA81 Hola Monique, buenas tardes. Te comentamos que el caso ya fue escalado con las áreas correspondientes, se encuentra en proceso de investigación. Te mantendremos al tanto del seguimiento por este medio.",S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
331,BancoAzteca,2020-10-16 18:44:19,"INAImexico con ustedes además de CondusefMX,  se puede denunciar un ""despacho"" de cobranza que tiene datos sensibles de los clientes y con estos los amedrenta? BancoAzteca les vende la cartera vencida a esta seudoempresa CAHM Se tiene que parar el mal uso de estos los datos https://t.co/VVvox9XlqP",Twitter for Android,0,0,cliente,,,,2019-03-03 21:48:06,674,39
332,BancoAzteca,2020-10-16 18:30:12,"Baja en tasas de interés afectan rendimientos para ahorradores pero es una buena noticia para el sector productivos, nos dice en entrevista el director general de BancoAzteca, Alejandro Valenzuela. SDyAmor MarielenaVega rominarr",Twitter for Android,4,0,,,,,2019-11-25 01:29:11,372,23
333,BancoAzteca,2020-10-16 18:28:32,AztecaNoticias uli1970 Atentamente gruposalinas. Ah y no olviden visitar en el buen fin Tiendas_Elektra y pasar a pagar sus deudas en BancoAzteca,Twitter for Android,0,0,,,,,2010-07-04 22:45:20,677,1875
335,BancoAzteca,2020-10-16 18:09:33,FernandizReyes Cesar88Game BancoAzteca Existe en la app BBVA Wallet,Twitter for iPhone,0,0,app,,,,2012-02-29 03:08:53,79,76
336,BancoAzteca,2020-10-16 17:54:35,"BancoAzteca Aprovechen nuestro curso de capacitación de personal para PROMOTORES de créditos.  El Arte de Vender.  Y transformen a sus vendedores, en verdaderos INFLUENCIADORES.  CERRADORES. 😎👊  https://t.co/xMDlGlWoWx",Twitter Web App,0,0,,,,,2010-03-23 15:17:08,61,49
337,BancoAzteca,2020-10-16 17:51:44,"Aprovecha el TipoDeCambio del dólar, viernes 16 de octubre, en nuestras ventanillas. SiempreContigo, siempre abiertos. https://t.co/TMD3Z9drBl https://t.co/987bOgiuCS",Socialbakers,1,2,,,,,2010-09-06 15:09:31,2987,26722
338,BancoAzteca,2020-10-16 17:43:52,ㅤ  .  🌔 🌕 🌖 ┋┋┏╮╭╮ ┏╮ ┳┳╮ 🌗 ┣┫┋┋╰╮ ┣╯ ┃┃┋ 🌘 ┋┋┗╯╰╯ ┃╱ ┋┋╰  🌑 HDSPM👉SalinasPliego        🌒 DA POSITIVO cobid19 🌒 Elektra 🌓gruposalinas 🌔👇 🌔 Tiendas_Elektra 🌕 y BancoAzteca 🌖 interponen 4 🌗 amparos 🌘 contra cierres. 🌑 🌒  . https://t.co/fqzN7BRpdB https://t.co/MdSZYjh377,Twitter for Android,7,0,,,,,2012-09-19 16:10:16,6157,10661
339,BancoAzteca,2020-10-16 17:35:23,"FernandizReyes Cesar88Game BancoAzteca Eso ya existe en bbva en sus otros plásticos, basta con entrar a la app de wallet y apagarla.",Twitter for iPhone,0,6,"app,wallet",,,,2011-05-21 20:46:53,64,107
340,BancoAzteca,2020-10-16 17:29:09,Cesar88Game tendrá implementado la opción de tarjeta apagada como BancoAzteca ?,Twitter Web App,0,0,tarjeta,,,,2019-04-28 04:02:06,136,4
341,BancoAzteca,2020-10-16 16:45:05,dulkndresa ¡Quedamos al pendiente de ti!,S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
342,BancoAzteca,2020-10-16 16:44:42,"RicardoBSalinas Buenas tardes Lic, ahora que tiene algo de tiempo el encargo por favor el tema de mi papá el cual fue victima de fraude en tu sucursal BancoAzteca picacho ajusco con usu de su identidad para perpetuar dinero y electrónicos.por favor CondusefMX necesitamos de su apoyo",Twitter for iPhone,0,0,"sucursal,cargo,fraude,dinero",,,,2011-05-31 16:09:06,2686,282
343,BancoAzteca,2020-10-16 16:44:25,"dulkndresa Estamos en la mejor disposición de poderte apoyar, para ello tenemos que verificar tu cuenta, por lo cual requerimos de datos que se consideran sensibles, es por ello que te pedimos de la manera más atenta nos contactes vía DM.",S1Gateway,0,0,cuenta,,,,2010-09-06 15:09:31,2987,26722
344,BancoAzteca,2020-10-16 16:43:41,"BancoAzteca Además de la pérdida de tiempo que nos causan a los usuarios. En serio, serían un excelente banco, pero pienso que su talón de Aquiles está en los cajeros, ahí está uno de sus puntos flacos y deberían de mejorarlo.",Twitter for Android,0,0,"cajeros,puntos,banco,excelente",,,,2010-02-12 17:15:28,361,42
345,BancoAzteca,2020-10-16 16:41:46,"BancoAzteca Pues son varias, por ejemplo, en este momento no funciona el cajero de la sucursal de plaza Galerías Ixtapaluca. Ojo, en verdad, sus cajeros fallan mucho y eso ocasiona saturación en ventanillas y filas de gente. https://t.co/dtNOcv0wqA",Twitter for Android,0,0,"cajeros,sucursal,sat",,,,2010-02-12 17:15:28,361,42
346,BancoAzteca,2020-10-16 16:39:02,Se paga el adeudo y siguen marcando del CONSULTORIA JURIDICA Y ADMINISTRATIVA CAHM. S.A. DE C.V. Exigen que se le dé el dinero a ellos BancoAzteca gruposalinas CondusefMX redeco de que se tratara?,Twitter for Android,0,0,dinero,,,,2010-04-09 17:24:07,62,38
347,BancoAzteca,2020-10-16 16:33:54,"dulkndresa Buenos días. Nuestra prioridad es poderte apoyar. Por favor compártenos más detalles de la situación que nos mencionas vía DM, ya que requeriremos de datos que se consideran sensibles para el seguimiento de tu caso. ¡Quedamos al pendiente de ti!",S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
348,BancoAzteca,2020-10-16 16:32:00,Ya se pago el adeudo que se tenia en el BancoAzteca y aun los cobradores siguen marcando para insultar y amedrentar gruposalinas Tiendas_Elektra de que se va a tratar? CondusefMX,Twitter for Android,0,0,pago,,,,2010-04-09 17:24:07,62,38
349,BancoAzteca,2020-10-16 16:17:33,"serguay66 No te preocupes, con gusto te ayudamos a generar un reporte por dicha situación. Nos puedes ayudar con el número económico de la sucursal por favor, o bien el código postal.",S1Gateway,0,0,sucursal,,,,2010-09-06 15:09:31,2987,26722
350,BancoAzteca,2020-10-16 16:15:13,Manejar los recursos de una empresa con agilidad es de vital importancia para aumentar la eficiencia en las operaciones financieras del día a día. Conoce la oferta de Cash Management que BancoAzteca tiene para tu empresa: https://t.co/S74OCe6edG https://t.co/tGvSsmTWPO,Twitter Web App,0,2,oferta,,,,2009-09-04 18:17:09,1509,191725
351,BancoAzteca,2020-10-16 16:09:34,Alberto_Duque venados_mzt BancoAzteca Vamos con todo mi Duke! Ya ganamos el primero!!,Twitter for iPhone,0,1,,,,,2019-07-23 13:26:25,166,242
352,BancoAzteca,2020-10-16 16:09:06,BancoAzteca Ojalá estén pendientes del funcionamiento general por el gran número de adultos mayores q dependen de su servicio.,Twitter for iPhone,0,0,"servicio,servicio",MX,city,"Coyoacán, Distrito Federal",2011-09-16 04:18:56,81,26
353,BancoAzteca,2020-10-16 15:57:57,BancoAzteca No junto al mercado de Mixcoac en calle molinos . Ya hay sistema pero solo una persona en cajas,Twitter for Android,0,0,,,,,2018-04-05 22:34:53,227,158
354,BancoAzteca,2020-10-16 15:25:47,"javlavmusic_ius Estamos en la mejor disposición de verificar la situación que nos comentas, por favor compártenos más detalles vía DM, para poder brindar un seguimiento adecuado.",S1Gateway,0,1,,,,,2010-09-06 15:09:31,2987,26722
355,BancoAzteca,2020-10-16 15:22:10,"BancoAzteca Muchas gracias. En reiteradas ocasiones he expuesto las formas en que tanto abogados, así como cobradores, amenazan con ""embargar"" e introducirse a domicilios de deudores sin contar con una orden judicial, y sutiles insinuaciones de daño físico.",Twitter for Android,0,0,,,,,2014-04-11 04:29:50,1703,459
356,BancoAzteca,2020-10-16 15:19:56,"serguay66 Gracias. Corrobóranos por favor, si la siguiente dirección corresponde a la sucursal que nos reportas: Av Santa Lucia, No. 816, Col. Olivar Del Conde 1A Seccion, Cp 1400, Alvaro Obregon, Distrito Federal, México.",S1Gateway,0,0,sucursal,,,,2010-09-06 15:09:31,2987,26722
357,BancoAzteca,2020-10-16 15:14:12,"BancoAzteca No hay sistema en Mixcoac, desde la 9 a.m.",Twitter for Android,0,0,,,,,2018-04-05 22:34:53,227,158
358,BancoAzteca,2020-10-16 15:12:15,serguay66 Buenos días. ¡Con gusto te apoyamos! por favor compártenos más detalles del inconveniente que presentas en sucursal.,S1Gateway,0,0,sucursal,,,,2010-09-06 15:09:31,2987,26722
359,BancoAzteca,2020-10-16 15:10:05,OLIVERHGUZMAN Puedes descargarla aquí: https://t.co/uDmtGXj3ag,S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
360,BancoAzteca,2020-10-16 15:09:55,"OLIVERHGUZMAN Es por ello que te recomendamos realizar tus operaciones como pago de servicios, traspasos, transferencias desde nuestra nueva app Banca Digital de Banco Azteca, ya que no genera cobro de comisión por realizar dichos movimientos.",S1Gateway,0,0,"servicio,transferencia,app,servicio,pago",,,,2010-09-06 15:09:31,2987,26722
361,BancoAzteca,2020-10-16 15:09:47,BancoAzteca Por qué no hay sistema en sucursales?,Twitter for Android,0,0,sucursal,,,,2018-04-05 22:34:53,227,158
362,BancoAzteca,2020-10-16 15:09:14,"OLIVERHGUZMAN Buenos días. Te comentamos que se puede realizar el depósito, sin embargo existe una comisión por depósito regionalizado del 5% aproximadamente al ser fuera de tu región.",S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
363,BancoAzteca,2020-10-16 15:06:54,"Alejandrodulove No recoemendamos que lo compartas de forma pública, por lo que te pedimos por favor nos lo hagas saber por un mensaje vía DM. ¡Quedamos al pendiente de ti!",S1Gateway,0,0,,,,,2010-09-06 15:09:31,2987,26722
364,BancoAzteca,2020-10-16 15:06:44,"Alejandrodulove Buenos días. Te ofrecemos una disculpa por la molestia, sin embargo requerimos de tu apoyo con el número  afectado, mismo para poder llevar a cabo el reporte y poder ofrecerte un seguimiento a tu caso.",S1Gateway,0,0,"disculpa,ofrece",,,,2010-09-06 15:09:31,2987,26722
365,BancoAzteca,2020-10-16 15:01:34,"¿Porque sigo recibiendo llamadas de BancoAzteca nefasto, para cobrarme con una grabaracion, yo no tengo cuenta con ustedes, ni conozco a la persona que buscan , no dejan trabajar, es un despacho de cobranzas de la ciudad de Puebla, este día ya he recibido dos llamadas",Twitter Web App,0,0,"cuenta,llamada",,,,2010-02-23 15:07:41,918,129
366,BancoAzteca,2020-10-16 14:44:11,"javlavmusic_ius Buenos días. ¡Nuestra prioridad es poder asesorarte! Te pedimos por favor nos compartas más detalles de la situación que nos expones, vía DM, ya que requeriremos de datos que se consideran sensibles para el seguimiento de tu caso. ¡Quedamos al pendiente de ti!",S1Gateway,0,0,asesor,,,,2010-09-06 15:09:31,2987,26722
367,BancoAzteca,2020-10-16 14:36:18,ANTICORRUPCIO17 BancoAzteca RicardoBSalinas Profeco CONAPRED Gracias Lo subiré el vídeo,Twitter for Android,0,0,,,,,2016-07-26 00:38:16,2187,1191
368,BancoAzteca,2020-10-16 14:18:57,"sabinaberman GSalinasApesta No sólo eso. Cuando quieren despedir a algún trabajador, le fabrican delitos. Ricardo Salinas me tiene bloqueado porque le llamé usurero (porque lo es) y por exponer cómo BancoAzteca y Tiendas_Elektra acuden a los peores métodos delictivos de cobranza.",Twitter for Android,0,1,,,,,2014-04-11 04:29:50,1703,459
369,BancoAzteca,2020-10-16 13:50:54,BancoAzteca volvemos a lo mismo cajero cerrado valla banco que tengo https://t.co/nk3RBVvxry,Twitter for Android,0,0,banco,,,,2012-06-01 19:08:37,1252,485
370,BancoAzteca,2020-10-16 13:11:25,"LAMelgar RicardoBSalinas BancoAzteca lopezobrador_ Melgarcito debería estar en la cárcel. Esperamos que con esta ola de detenciones a servidores públicos corruptos le toque dar su versión de los hechos de su miserable enriquecimiento en Chiapas, lavando dinero y defendiendo criminales. VERGÜENZANACIONAL",Twitter Web App,0,0,dinero,,,,2010-12-12 22:34:26,570,427
371,BancoAzteca,2020-10-16 12:48:36,"RicardoBSalinas Lástima que no sufrió tanto como nuestros compañeros de Elektra y BancoAzteca, los cuales algunos perdieron familiares y enfermaron pero nunca apoyó a ninguno de ellos. Y todo por no implementar las medidas necesarias en las sucursales, obligó a todos a trabajar.",Twitter for Android,1,0,sucursal,,,,2015-06-16 01:05:11,241,16
372,BancoAzteca,2020-10-16 12:40:53,"brozoxmiswebs Recientemente en BancoAzteca  se autorizaron gastos para comprar un pastel por aniversario, el monto es de $150 pesos, un pastel cuesta entre $300 y $400 y todavía tenemos que pagar platos, vasos, servilletas. Y es en todas las sucursales, más dinero ahorrado.",Twitter for Android,0,0,"sucursal,dinero",,,,2020-10-15 18:00:40,24,0
373,BancoAzteca,2020-10-16 12:33:46,"brozoxmiswebs Imagínate, RicardoBSalinas hizo apenas recorte de personal en BancoAzteca por reestructuración, la cuál en los finiquitos no fue honesto y no pagó lo que correspondía. Y tengo ahí todos los finiquitos en original. Se ahorro demasiado dinero.",Twitter for Android,0,0,dinero,,,,2020-10-15 18:00:40,24,0
374,BancoAzteca,2020-10-16 12:07:43,"griillooo Te comentamos en este momento se va a escalar el caso al área correspondiente,  en cuanto tengamos el seguimiento te lo haremos saber por este medio.",S1Gateway,0,1,,,,,2010-09-06 15:09:31,2987,26722
375,BancoAzteca,2020-10-16 12:07:32,Contra las marcas que no cumplen con la NOMs el gobierno lanzó todo el peso de la ley y qué bueno.  Pero con Tiendas_Elektra y BancoAzteca  que violaron las normas contra el covid ha sido ciego porque Salinas Pliego es su empresario amigo. Contra la salud de miles de personas.,Twitter for Android,220,0,bueno,,,,2013-01-13 22:39:21,691,308
376,BancoAzteca,2020-10-16 06:07:31,wuatzap BancoAzteca Son capaces de clonar tus dator robar todo tu dinero no te recomiendo que des de alta ese tipo de servicio en ese banco,Twitter for Android,0,0,"servicio,banco,servicio,dinero,roba",,,,2016-07-06 22:38:30,1068,56
377,BancoAzteca,2020-10-16 06:04:29,BancoAzteca No creo eso en las sucursales para poder retirar efectivo nunca hay dinero en los cajeros automaticos y solo puedes retirar en ventanillas son un asco como institución,Twitter for Android,0,1,"cajeros,sucursal,dinero,efectivo",,,,2016-07-06 22:38:30,1068,56
378,BancoAzteca,2020-10-16 06:02:41,"Arouet_V Tiendas_Elektra BancoAzteca Que rápido te hicieron tragarte tus palabras, en este Gobierno no hay amigos. Ahí esta José Antonio 👿 Fernández Carbajal a quien en unos cuantos minutos Raquel Buenrostro lo obligó a pagar 8,790 mdp al SAT. Se emputo y amenazó con sacar a AMLO en 2022, pero pagó a🥚 🥚 https://t.co/2VxD8Kwsgz",Twitter for Android,0,0,,,,,2020-05-16 21:05:11,1325,981
379,BancoAzteca,2020-10-16 05:29:25,rperez40511 BancoAzteca RicardoBSalinas Publique su video y lo hacemos  viral Profeco CONAPRED,Twitter Web App,0,0,,,,,2013-05-26 15:19:03,1812,1173
380,BancoAzteca,2020-10-16 05:28:12,BancoAzteca  Acudí a la sucursal Tacubaya CDMX Alcaldía Miguel Hidalgo Y te tratan con despotismo e indiferencia Tengo en mi poder un vídeo tomado en vivo dentro de la sucursal atendido por un ejecutivo de atención a clientes indicándome que el era el gerente de la sucursal 1/3,Twitter Web App,1,0,"ejecutivo,sucursal,cliente",,,,2013-05-26 15:19:03,1812,1173
381,BancoAzteca,2020-10-16 04:53:48,BancoAzteca roberto01123 RicardoBSalinas ¿Me pueden dar información?,Twitter for iPhone,0,0,,,,,2016-12-27 21:25:05,22,11
382,BancoAzteca,2020-10-16 04:27:28,RicardoBSalinas Chinga tu madre RicardoBSalinas perro de 4ta  tu eres el principal OGT que trae muertos de hambre a tus empleados de BancoAzteca Tiendas_Elektra y de más y los cambias a cada rato de razon social en  varios recibos y evades al fisco Aparte de correrlos antes de pensionarse!!,Twitter for Android,1,0,cambia,,,,2020-06-30 23:11:41,92,34
384,BancoAzteca,2020-10-16 04:23:29,Sería una lástima que la gente decidiera abandonar la Afore de BancoAzteca por los dichos de su dueño sobre el financiamiento de las pensiones.  🤭,Twitter for Android,1,0,,,,,2018-03-02 01:35:25,293,363
385,BancoAzteca,2020-10-16 04:22:04,XimenaBC23 RicardoBSalinas Es que en el seguro le van a cobrar todo junto y no le aceptan su tarjeta de bancoazteca y en un privado si se la aceptan y en pagos pequeños,Twitter for Android,0,1,"tarjeta,seguro,banco,pago",,,,2010-12-10 23:15:39,243,202
386,BancoAzteca,2020-10-16 03:43:08,Cuando recibes tu dinero en NóminaAzteca las filas son cosa del pasado.  Tú también empieza a disfrutar al máximo tus ViernesDeQuincena y pásate con nosotros: 👉https://t.co/DY9sQ5b8f7 https://t.co/j0xdcxMaRu,Twitter for Android,4,0,"sat,dinero",,,,2017-12-15 16:37:35,103,27
388,BancoAzteca,2020-10-16 03:07:17,"Berexun De seguro sale con una Italika, una cuenta en BancoAzteca y un crédito con altos intereses",Twitter Web App,0,1,"cuenta,seguro,interes",,,,2011-01-07 08:40:06,854,662
390,BancoAzteca,2020-10-16 02:58:16,"En, Salud, Dinero y Amor sdyamor el director general de BancoAzteca, Alejandro Valenzuela, asegura que la mitad de todas las remesas que llegan al país pasa por el sistema de pagos de esta institución. MarielenaVega rominarr",Twitter for iPhone,2,0,pago,,,,2009-12-23 07:40:19,3108,4059
392,BancoAzteca,2020-10-16 02:58:00,"Ya estamos en SDyAmor y la música que acompaña nuestra información la programó rominarr Hablamos hoy con el director de BancoAzteca, con nuestro experto en pensiones de Afore Citibanamex Alejandro Drijansky y con el presidente de la Asociación de Fabricantes de Aluminio. https://t.co/treS3aVbKJ",Twitter for iPhone,1,0,,,,,2009-12-23 07:40:19,3108,4059
393,BancoAzteca,2020-10-16 02:53:40,"Te recordamos que en cualquiera de nuestras más de 1,700 SucursalesTelecomm puedes realizar  depósitos de los siguientes bancos:  AFIRME, BanBajioMX, BancoAzteca, bancobienestar, banorte, bbvaenmexico, Citibanamex, HSBCMX, InbursaGfi, SantanderMex, ScotiabankMX https://t.co/mTNe92oipe",Twitter for Android,1,0,banco,,,,2015-08-07 13:40:43,189,23
394,BancoAzteca,2020-10-16 02:46:26,"LaVillegas1 BancoAzteca MarielenaVega rominarr De hecho BancoAzteca, controlado por la cadena de  Tiendas_Elektra , perdió tres veces que los 13 bancos que registraron números rojos en julio. Azteca perdió 14 veces más que el segundo banco con mayores pérdidas, según los datos de la cnbvmx",Twitter Web App,0,1,banco,,,,2009-11-05 20:55:58,719,1182
395,BancoAzteca,2020-10-16 02:45:24,"LaVillegas1 BancoAzteca MarielenaVega rominarr Su ""cobranza está al día"" en BancoAzteca pero en la cartera vigente, porque en la vencida es MUY ALTA. El índice de pérdidas esperadas del sistema es de 3.53%, el de Banco Azteca de 7.1%. De hecho, las pérdidas son millonarias",Twitter Web App,0,1,,,,,2009-11-05 20:55:58,719,1182
399,BancoAzteca,2020-10-16 02:19:21,"El balance de BancoAzteca se muestra tal y como es. Este banco no congeló los pagos a sus clientes. Dice su director general, Alejandro Valenzuela, que a los clientes que lo necesitaban se platicó caso por caso pero que su cobranza está al día. MarielenaVega rominarr",Twitter for iPhone,1,0,"cliente,banco,pago",,,,2010-11-27 01:36:42,920,2712
