,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
165,BancoAzteca,2020-10-17 00:38:41,"QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas CON SEMAFORO NARANJA, es una irresponsabilidad, ojala fuera la loca de lily tellez a su casa, en vez de tirar rollos moralinos a gatell, y vea su decision, y Salinas Pliego beneficiandose y enriqueciendose de los mexicanos, NO SE HA DESAPENDEJADO , Y NO PAGA IMPUESTOS.",Twitter for Android,20,0,casa,,,,2019-12-17 01:24:28,2906,2829
166,BancoAzteca,2020-10-17 00:33:40,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Y lo que paso ayer en el estadio de tomateros violando todos los protocolos de la pandemia lo va a pasar por alto sr gobernador? Acaso no es para vetar el estadio? Sera que no hara nada por ser los LEY? Estadios SI escuelas NO? ""Tenemos el valor o nos vale"".",Twitter for Android,0,1,pandemia,,,,2017-12-26 19:03:54,330,10
172,BancoAzteca,2020-10-16 23:57:19,"MorrinEl QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Pero haya es usa, aún razonan un poco y no todo es dinero 😅",Twitter for iPhone,0,0,dinero,,,,2018-09-05 16:10:15,544,200
173,BancoAzteca,2020-10-16 23:47:11,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Precisamente por ser tan flexibles y no saber tomas decisiones la gente se comporta así, ojalá cierren los estadios, esta temporada se debe jugar sin público",Twitter for iPhone,0,0,,,,,2013-10-03 15:23:06,70,64
174,BancoAzteca,2020-10-16 23:45:27,Tanto BancoAzteca como ScotiabankApoya son un asco. Ninguno me da respuesta de ninguna forma.,Twitter for Android,0,0,respuesta,,,,2009-04-25 23:01:26,585,586
177,BancoAzteca,2020-10-16 23:30:08,PaduaFuentes QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Y creo que el primero es el de Aguascalientes,Twitter for Android,0,0,,,,,2014-02-10 23:03:39,318,28
179,BancoAzteca,2020-10-16 23:26:57,QuirinoOC callodehacha MazatlanFC BancoAzteca RicardoBSalinas Yo también quiero el mío mi góber,Twitter for iPhone,0,0,,,,,2017-01-13 18:42:15,385,24
180,BancoAzteca,2020-10-16 23:23:33,PaduaFuentes QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Y cuál fue el último partido donde hubo gente en esta pandemia?,Twitter for Android,0,0,pandemia,,,,2014-02-10 23:03:39,318,28
181,BancoAzteca,2020-10-16 23:10:28,BancoAzteca bienestarmx Reportó q no está funcionando el cajero de Taxqueña y Tláhuac. Por qué le dan la concesión de las tarjetas bienestar si Banco Azteca no tiene la infraestructura de soporte. Ayer no funcionaban los cajeros de Miramontes entre Bombas y Hueso,Twitter for iPhone,0,0,"tarjeta,cajeros",MX,city,"Iztapalapa, Distrito Federal",2011-09-16 04:18:56,81,26
183,BancoAzteca,2020-10-16 23:06:22,BancoAzteca Gracias.,Twitter for Android,0,0,,,,,2020-05-05 20:16:18,92,64
184,BancoAzteca,2020-10-16 23:05:50,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Esperemos que los que salgan contagiados se queden en su casita  y cuando ya no. Puedan respirar  ahí quédense, no vallan a JODER  a las clínicas exigiendo servicio.",Twitter for Android,0,1,"servicio,servicio",,,,2011-07-10 02:23:41,94,25
185,BancoAzteca,2020-10-16 22:53:31,"¿Cuál es la situación financiera de los bancos en México? Platicaremos con Alejandro Valenzuela, Director General de BancoAzteca. Sintonízanos en punto de las 9pm por el 889Noticias  LaVillegas1 MarielenaVega rominarr",Twitter for iPhone,1,0,banco,,,,2009-12-23 07:40:19,3108,4059
186,BancoAzteca,2020-10-16 22:53:29,"¿Qué apoyos otorga BancoAzteca a sus clientes afectados por la crisis económica? No te pierdas la entrevista con Alejandro Valenzuela, Director General de la institución financiera. Te esperamos de 9 a 10 pm por el 889Noticias. rominarr  LaVillegas1 MarielenaVega",Twitter for iPhone,2,0,"cliente,crisis",,,,2009-12-23 07:40:19,3108,4059
187,BancoAzteca,2020-10-16 22:52:19,gruposalinas BancoAzteca Espero ya tengan un respuesta gruposalinas BancoAzteca  La queja de incumplimiento fue puesta ante CondusefMX por incumplimiento en el pago del siniestro reportado el 26 de Junio https://t.co/kENz9XHMnD,Twitter Web App,0,0,"respuesta,pago,queja",,,,2011-08-13 16:41:57,95,16
188,BancoAzteca,2020-10-16 22:52:12,"Gabriel95472187 ¡Nos agrada escuchar esto, Gabriela! Y saber que has recibido la atención apropiada, por la consulta que nos comentaste anteriormente. De igual forma, nos mantenemos a tus servicios, por cualquier otro tema o consulta adicional que puedas llegar a tener.",S1Gateway,0,0,"servicio,servicio",,,,2010-09-06 15:09:31,2987,26722
191,BancoAzteca,2020-10-16 22:49:49,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Va a pasar como en el béisbol,Twitter for iPad,0,0,,,,,2019-08-25 05:34:09,142,0
192,BancoAzteca,2020-10-16 22:49:04,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Cuantas vas a rifar tío? Pa la raza de Durango que andamos al pie del cañón apoyando a Mazaras siempre!,Twitter for Android,0,0,,MX,city,"Durango, México",2011-09-18 17:44:41,795,252
193,BancoAzteca,2020-10-16 22:46:08,"emi_calvs QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas El Gober, próximamente secretario de gobierno del sexenio de Cuauhtémoc Blanco 🙏🏽🙏🏽❤️",Twitter for iPhone,0,1,,,,,2011-07-11 04:33:19,1396,194
194,BancoAzteca,2020-10-16 22:45:54,QuirinoOC callodehacha MazatlanFC BancoAzteca RicardoBSalinas A y yo que ? Chale tío,Twitter for iPhone,0,0,,,,,2011-01-25 05:39:59,256,402
195,BancoAzteca,2020-10-16 22:43:51,"La baja en tasas de interés es un gran aliciente para la economía, sin embargo el ahorro a menores tasas genera menos rendimiento a largo plazo. Platicamos con Alejandro Valenzuela, dir. de BancoAzteca  LaVillegas1 MarielenaVega rominarr https://t.co/PmY26VmuKn https://t.co/DleQxRAUKt",Twitter for iPhone,1,0,,,,,2009-12-23 07:40:19,3108,4059
197,BancoAzteca,2020-10-16 22:38:04,Modo de reviertir la equivocación  q hubo por parte de uno de los ejecutivos anteriores.  El nuevo gerente me trato amable y profesionalmente. Explicándome a detalle y dejándome conforme con la solución. Me queda claro que... BancoAzteca no tuvo mala intención.,Twitter for Android,0,0,ejecutivo,,,,2020-05-05 20:16:18,92,64
198,BancoAzteca,2020-10-16 22:38:03,"BancoAzteca Buens tarde, hace ocho días tuve un problema en la SUCURSAL METRO DOCTORES.  Me alegra comunicarles q hoy visite la sucursal para seguir con mi proceso de solución al mismo. Me encontré con la grata sorpresa de que si no.... hubo",Twitter for Android,0,0,sucursal,,,,2020-05-05 20:16:18,92,64
199,BancoAzteca,2020-10-16 22:31:25,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Ya regalaste todos los boletos vdd? Bien ahí jajajaja,Twitter for Android,0,0,,,,,2014-09-28 13:51:04,509,46
200,BancoAzteca,2020-10-16 22:29:55,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Son muchas la victimas por tus malas decisiones.,Twitter for iPhone,0,0,,,,,2020-03-11 18:20:18,257,46
201,BancoAzteca,2020-10-16 22:23:18,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas IRRESPONSABLE!! No tiene nada que festejar de amarillo volvió a pasar a naranja!!,Twitter for iPhone,0,1,,,,,2010-04-29 17:25:06,1003,405
202,BancoAzteca,2020-10-16 22:23:07,QuirinoOC hhildegla MazatlanFC BancoAzteca RicardoBSalinas O ya le están exigiendo su inversión los chapitos?,Twitter for iPhone,0,0,,,,,2020-05-14 03:17:33,137,23
203,BancoAzteca,2020-10-16 22:21:15,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Espero que ahí si se ponga el cubre bocas que no traía en el evento del teatro!,Twitter for iPhone,0,0,,,,,2009-05-22 19:45:31,351,207
204,BancoAzteca,2020-10-16 22:16:04,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas DanielRamrez1 nuestro gober precioso,Twitter for Android,0,0,,,,,2020-02-25 15:27:58,213,133
205,BancoAzteca,2020-10-16 22:08:53,"RicardoBSalinas QuirinoOC MazatlanFC BancoAzteca Muchas gracias, preferiría un jersey 😂😂😂😂, muchas gracias, algún día ojala pueda acudir",Twitter for Android,0,0,,,,,2020-04-05 16:05:17,15,3
206,BancoAzteca,2020-10-16 22:04:16,🟡Tenemos miles de regalos y queremos que tú seas uno de nuestros ganadores. Trae tus prendas de oro o refrenda y llévate un regalo del ToqueDeOro.   Conoce más en: 👉https://t.co/1iaWFNs9La https://t.co/6STjCr1jJW,Socialbakers,1,1,,,,,2010-09-06 15:09:31,2987,26722
208,BancoAzteca,2020-10-16 21:57:44,ClubPueblaFem NecaxaFemenil BancoAzteca Donde podemos ver el partido?,Twitter for iPhone,0,0,,MX,city,"Telchac Puerto, Yucatán",2010-02-24 03:18:26,70,30
209,BancoAzteca,2020-10-16 21:52:24,"manemartinz78g1 QuirinoOC MazatlanFC BancoAzteca Gracias y el día que guste es bienvenido en Mazatlán, las entradas van por mi cuenta.",Twitter for iPhone,0,5,cuenta,,,,2009-07-24 18:49:03,186,769883
210,BancoAzteca,2020-10-16 21:51:45,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas No se Vale Góber. El dinero de empresarios no debe estar por encima de la vida del personal de Salud. QuirinoOC HLGatell  escuelas cerradas y bares y espectáculos abiertos que incongruencia y falta de sensibilidad a tantas muertes de médicos y enfermeras me da tristeza,Twitter for iPhone,1,6,dinero,,,,2017-02-18 04:26:13,57,17
211,BancoAzteca,2020-10-16 21:44:56,EdgarBejarano12 QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Pierdes tu tiempo; solo responde a los comentarios de que lo halagan; estos tipos de comentarios no,Twitter for iPhone,0,3,,,,,2016-01-19 01:43:10,84,24
212,BancoAzteca,2020-10-16 21:43:46,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Ojalá que lo disfruten igual o mucho más que mi abuelo y yo. Éxito para la plaza y el equipo Mazatlán 👍,Twitter for Android,0,1,,,,,2020-04-05 16:05:17,15,3
213,BancoAzteca,2020-10-16 21:29:58,"RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico Pues a mi abuelo, hasta la eternidad, tal vez es por la promesa incumplida, pero al final, se que mi misión más grande será seguir salvando vidas, discúlpeme, generalmente no soy así, pero es una sensación extraña el no seguir alentando desde Morelia al Morelia",Twitter for Android,0,0,,,,,2020-04-05 16:05:17,15,3
215,BancoAzteca,2020-10-16 21:25:13,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Tenemos un titere de gobernador en Sinaloa QuirinoOC que recibe órdenes de empresarios para volver a los estadios de fútbol y de béisbol, se ve que el hombre no tiene los huevos para detener estando en semáforo casi rojo, no valorar al personal del imss y doctores partiendosela",Twitter for Android,0,1,,,,,2020-09-22 23:10:48,63,9
216,BancoAzteca,2020-10-16 21:22:24,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas ¿Como te explico qué hay rebrote de la pandemia? ¿Vas a pegar estampitas en la entrada o como va ser? Hay que tener tantita conciencia. Pero se que es mucho pedir a alguien que organiza sus carreritas en bicicleta en plena pandemia.,Twitter for iPhone,1,0,pandemia,,,,2018-09-19 13:42:40,8,1
218,BancoAzteca,2020-10-16 21:16:22,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Ese equipo sería su plato de segunda mesa mi gober pues usted le va al ame o ya no ?,Twitter for Android,0,0,,,,,2020-08-09 19:05:31,38,4
220,BancoAzteca,2020-10-16 21:13:45,"Politiculero Hola, muy buena tarde. Lamentamos la demora, nuestras líneas en este momento presentan un incremento en las llamadas, sin embargo te podemos apoyar por este medio. ¿Nos puedes indicar qué podemos hacer por ti el día de hoy?",S1Gateway,0,0,llamada,,,,2010-09-06 15:09:31,2987,26722
221,BancoAzteca,2020-10-16 21:10:10,"manemartinz78g1 callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico Disculpe... 😔 a veces se tienen que cerrar ciclos para que se abran otros nuevos, estoy seguro que vendrán mejores cosas para todos, le mando un abrazo a usted y a su abuelo.",Twitter for iPhone,0,3,seguro,,,,2009-07-24 18:49:03,186,769883
222,BancoAzteca,2020-10-16 21:04:43,QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas en el video hay 12 y solo uno trae mascara no la mamen,Twitter Web App,0,1,,,,,2010-02-10 01:19:17,43,37
224,BancoAzteca,2020-10-16 20:59:07,"brozoxmiswebs Que se puede esperar de un arribista que su abuelo le puso todo en charola de plata SalinasBenjamin Ahora el muy cínico, con sueldos poquiteros de sus miserables empresas Tiendas_Elektra BancoAzteca Azteca totalplaymx exclama el tema de pensiones. Un asco de persona 😌",Twitter for iPhone,0,1,,,,,2020-10-12 15:30:00,12,0
225,BancoAzteca,2020-10-16 20:57:14,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Nombre el Banco que fue agarrar de publicidad  la rego.,Twitter for Android,0,1,,,,,2019-10-25 06:25:41,298,12
228,BancoAzteca,2020-10-16 20:48:45,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Así se llevaron a cabo las finales de la NBA: CERO PÚBLICO. Pero quizá ellos aprendan de la LMP y de la copaMX. https://t.co/NJniWQ4UWq,Twitter Web App,0,3,,,,,2020-04-06 15:46:45,292,457
229,BancoAzteca,2020-10-16 20:48:04,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Jaja pues hay an estado siempre jaja jamas respetaron las reglas ridiculos!,Twitter for iPhone,0,0,,,,,2019-12-15 18:09:07,41,0
230,BancoAzteca,2020-10-16 20:46:32,"RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico A pesar de todo, tiene sentido del humor, pero de verdad era el único pasatiempo que teníamos los fines de semana, con la partida del equipo a otra ciudad, se fue la última voluntad de mi abuelo, el apoyo incondicional a los monarcas de Morelia 😭",Twitter for Android,0,1,sat,,,,2020-04-05 16:05:17,15,3
231,BancoAzteca,2020-10-16 20:42:26,"RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico Si, por toda esta afirmación https://t.co/bO9ub2wuNc",Twitter for Android,0,0,,,,,2020-04-05 16:05:17,15,3
233,BancoAzteca,2020-10-16 20:40:18,"QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Cuando tenga hasta el tope de covid a ver qué dice el flamante gobernador quirinito, lo malo es que unos nos cuidamos y otros imbéciles les vale e infectan a los demas..duro tomateros el chino ley ya los esta esperando y el equipo arrebatado va ser igual que en el ángel flores? https://t.co/Xp9UVrlCAQ",Twitter Web App,0,2,,,,,2020-05-13 20:52:14,55,2
235,BancoAzteca,2020-10-16 20:35:33,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Sabemos que no se van a respetar, somos una sociedad irresponsable, una vez más quedó demostrado el día de ayer con la LMP.",Twitter for Android,0,1,,,,,2010-01-05 07:13:59,1455,192
236,BancoAzteca,2020-10-16 20:35:16,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Creo que le están informando mal mi gober, incluso había niños y LA MAYORÍA del público, sin cubre bocas. Es una falta de respeto al esfuerzo que están haciendo los médicos. Pésima decisión, pero mientras caiga $$$ hay que hacerse de la vista gorda!",Twitter for Android,0,10,,,,,2009-10-21 17:52:54,881,209
237,BancoAzteca,2020-10-16 20:32:44,"RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico Luego entonces 🤔, según Forbes_Mexico , mi Panino carlosslim juega de portero? DudaFutbolera ViernesBotanero AztecaDeportes",Twitter for Android,0,2,,,,,2010-09-03 19:45:09,1170,167
238,BancoAzteca,2020-10-16 20:32:23,RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Forbes_Mexico Chinge usted a su puta bomba renegrida madre pinche payaso,Twitter for Android,0,0,pay,,,,2020-04-05 16:05:17,15,3
241,BancoAzteca,2020-10-16 20:31:13,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Con  todo el respeto que se merece mi gober, aun cree que es buena decision tener  aficionados en los estadios, después de ver lo que paso en los estadios de LMP😬🤐",Twitter Web App,2,0,,,,,2020-02-14 20:03:53,1727,1840
243,BancoAzteca,2020-10-16 20:30:36,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Otro gobernador pen..dejo,Twitter for Android,0,0,,,,,2013-07-15 23:23:46,576,25
244,BancoAzteca,2020-10-16 20:27:12,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Que irónico q me aparecen estos tuits uno detrás del otro https://t.co/6ruY6t31n3,Twitter for iPhone,0,1,,,,,2011-09-30 15:38:28,314,51
245,BancoAzteca,2020-10-16 20:26:19,"EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas En el video que anda en redes aparece un joven (el cual fue detenido), yo creo que no es justo generalizar, porque los sinaloenses en la gran mayoría nos portamos de forma correcta y el día de hoy los mazatlecos estoy seguro que se portarán a la altura de la circunstancias.",Twitter for iPhone,1,0,seguro,,,,2009-09-15 02:34:14,947,3803
247,BancoAzteca,2020-10-16 20:25:22,QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Y las Miles y Miles de gentes que se ven en fotos que no traen cubrebocas?,Twitter for Android,0,0,,,,,2011-07-20 05:36:02,786,457
249,BancoAzteca,2020-10-16 20:22:38,QuirinoOC BancoAzteca RicardoBSalinas Hoy hay que demostrar que en Mazatlán somos una ciudad de Primera 😎,Twitter for Android,2,0,,,,,2011-05-25 00:29:57,566,505
250,BancoAzteca,2020-10-16 20:21:42,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Equipo culero!,Twitter for iPhone,0,0,,,,,2009-06-05 21:11:45,392,169
251,BancoAzteca,2020-10-16 20:17:01,callodehacha QuirinoOC MazatlanFC BancoAzteca El mío con el apellido “Salinas Pliego” y según Forbes_Mexico... con el número 02. 😎😌,Twitter for iPhone,0,12,,,,,2009-07-24 18:49:03,186,769883
252,BancoAzteca,2020-10-16 20:15:22,QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Que bueno que se abrirá el estadio a los que tendremos la dicha de asistir lo haremos respetando los protocolos de seguridad ay que dar el paso y vamos hacer las cosas bien,Twitter for Android,0,0,"bueno,seguridad",,,,2020-08-01 21:49:25,36,13
257,BancoAzteca,2020-10-16 20:02:31,hhildegla MazatlanFC BancoAzteca RicardoBSalinas No es,Twitter for iPhone,0,1,,,,,2015-03-07 00:55:42,532,69966
258,BancoAzteca,2020-10-16 20:01:59,QuirinoOC callodehacha MazatlanFC BancoAzteca RicardoBSalinas Hey mi Gober yo soy talla L,Twitter for Android,0,2,,,,,2009-12-17 19:43:04,818,184
261,BancoAzteca,2020-10-16 20:00:18,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Ojala te llegué el karma, cómo ustedes se atienden de volada y con drs buenos,  que les importa la gente de fuera. ✊",Twitter for Android,0,6,bueno,,,,2015-08-17 20:47:17,245,348
263,BancoAzteca,2020-10-16 19:59:34,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Para allá va el Cherry de Culiacan para darse un baño con cerveza PacificoMx_,Twitter for Android,0,1,,,,,2020-04-06 15:28:14,46,6
264,BancoAzteca,2020-10-16 19:59:09,Que paso mi BancoAzteca  más de una hora y 15 minutos en espera y ninguno de sus ejecutivos está desocupado 🤬🤬🤬🤬 https://t.co/OPBtuO1rBn,Twitter for iPhone,0,0,ejecutivo,,,,2017-11-07 16:44:27,301,15
265,BancoAzteca,2020-10-16 19:59:00,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Dice que al jóven del video que circula lo detuvieron ¿y a éstos jóvenes?  ¿Como se les permitió no guardar sana distancia ni usar cubreboca? https://t.co/MZuTSKUcdn,Twitter for Android,1,0,,,,,2009-06-03 20:00:03,323,212
266,BancoAzteca,2020-10-16 19:58:19,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Una saque de regalo Gober con gusto la portamos con el número 24, donde pasó por ella ?😉",Twitter for iPhone,0,1,,,,,2012-06-25 23:42:47,2350,1484
267,BancoAzteca,2020-10-16 19:55:37,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Ahí está su ""un joven"" https://t.co/N06ymKMJAZ",Twitter for Android,0,4,,,,,2010-02-16 08:21:50,86,417
269,BancoAzteca,2020-10-16 19:52:46,QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas Centenas*,Twitter for iPhone,0,2,,,,,2015-11-02 07:36:09,260,250
270,BancoAzteca,2020-10-16 19:52:43,MazatlanFC QuirinoOC BancoAzteca RicardoBSalinas JAJAJAJAJAJAJAJAJA,Twitter for Android,0,0,,,,,2017-04-19 19:47:09,266,168
271,BancoAzteca,2020-10-16 19:51:22,MazatlanFC QuirinoOC BancoAzteca RicardoBSalinas Saquen jale en el estadio,Twitter for iPhone,0,2,,,,,2013-05-11 04:14:53,582,735
273,BancoAzteca,2020-10-16 19:46:56,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas No fue solo un joven, señor gobernador... fueron centas de personas que no portaban el cubrebocas, y pasando filtros ficticios... ¡Que burla se los dueños del equipo! ¡Que manera de ignorar lo mismo usted!",Twitter for iPhone,0,2,,,,,2015-11-02 07:36:09,260,250
274,BancoAzteca,2020-10-16 19:46:45,"RicardoBSalinas callodehacha QuirinoOC MazatlanFC BancoAzteca Sr. Salinas de que equipo es aficionsdo usted? Además de los dlls, con q equipo empatiza? Q tenga una excelente tarde",Twitter for Android,0,0,excelente,,,,2012-10-30 05:14:29,375,123
275,BancoAzteca,2020-10-16 19:44:21,Aliivictoria9 QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas clubtomateros estradaferreiro 100 % a favor de tu comentario...  Que tristeza!!!!,Twitter Web App,0,0,,,,,2016-12-01 21:50:24,101,6
277,BancoAzteca,2020-10-16 19:43:37,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Mejor dile a Salinas que te envíe los 120 de la multa 😔 sino luego se lo va a llevar.,Twitter for Android,0,0,,,,,2012-05-21 18:01:23,116,28
278,BancoAzteca,2020-10-16 19:43:26,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Familias enteras y mucha gente sin cubre bocas no creo que sea algo para tratar de ocultar, el país aun no esta listo, ojala no se arrepienta de promover esto por el bien de los sinaloenses",Twitter Web App,0,0,,,,,2017-12-14 20:48:34,248,3
279,BancoAzteca,2020-10-16 19:42:30,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas No hay moral ni ética gubernamental en esta decisión, pero es mucho pedir verdad ...",Twitter for iPhone,0,2,,,,,2017-10-05 04:21:24,159,54
280,BancoAzteca,2020-10-16 19:42:20,"QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Que irresponsable gobierno el suyo señor...  Solo por presiones de llevar gente al famoso Kraken,  que manera mas estúpida de menospreciar el esfuerzo de todo el personal de salud..  Que vergüenza",Twitter Web App,0,3,,,,,2016-12-01 21:50:24,101,6
282,BancoAzteca,2020-10-16 19:41:35,RicardoBSalinas QuirinoOC MazatlanFC BancoAzteca Y el tío Salinas también puroazteca (no le vaya a decir al señor Heraldo) 😂🤙🏾,Twitter for iPhone,0,3,,,,,2009-07-14 20:08:49,1643,524940
285,BancoAzteca,2020-10-16 19:39:05,"QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas Demasiada imprudencia, la pandemia no desapareció , solo que ya no le tomamos importancia , le pedimos interés, eso nos hará más daño. https://t.co/m2gwTZTgyX",Twitter for Android,0,4,pandemia,,,,2011-12-19 02:55:20,225,52
286,BancoAzteca,2020-10-16 19:38:34,"QuirinoOC callodehacha MazatlanFC BancoAzteca RicardoBSalinas ¿Y ese pendejo de qué privilegios goza?, ni para hacer publicidad es bueno el hondureño ese. Supongo la afición que llegue al estadio también en torniquetes recibirán su camiseta verdad?",Twitter for iPhone,0,8,bueno,,,,2019-11-20 02:27:57,4440,3726
287,BancoAzteca,2020-10-16 19:38:18,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Uffffff a huevo! el tío Quirino se reporta. Talla M mi gober y purosinaloa 🔥🔥🔥,Twitter for iPhone,0,4,,,,,2009-07-14 20:08:49,1643,524940
288,BancoAzteca,2020-10-16 19:37:09,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas De forma correcta? la mayoría que estaban dentro del estadio estaban sin cubrebocas, esperaron mucho para detener al vato, y nomas estuvo detenido 3 horas? Que le temen, y todavía en su página de instagram se está burlando de los sucedido.",Twitter for Android,0,6,,,,,2020-09-18 18:18:07,5,2
289,BancoAzteca,2020-10-16 19:35:49,"QuirinoOC EdgarBejarano12 MazatlanFC BancoAzteca RicardoBSalinas En efecto, no generalicemos. Pero sin duda, no es lo mejor abrir en estos momentos. Ojalá nos equivoquemos, de lo contrario, ya lo veremos pedir que se resguarden nuevamente. Bueno, además, van a perder esos de Mazatlán.",Twitter Web App,0,1,,,,,2009-05-30 19:31:28,3028,436
291,BancoAzteca,2020-10-16 19:35:31,"callodehacha MazatlanFC BancoAzteca RicardoBSalinas Se lo vamos a mandar mi estimado callodehacha, nada más mande la talla y listo. 👊🏼😎",Twitter for iPhone,0,5,,,,,2015-03-07 00:55:42,532,69966
292,BancoAzteca,2020-10-16 19:33:51,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Ah chido gracias por el mío 😒,Twitter for iPhone,0,2,,,,,2009-07-14 20:08:49,1643,524940
294,BancoAzteca,2020-10-16 19:33:02,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Like a todo lo que tuitee el Gober!!! ❤,Twitter for Android,0,1,,,,,2014-01-30 03:14:12,1744,550
295,BancoAzteca,2020-10-16 19:32:18,QuirinoOC Faitelson_ESPN MazatlanFC BancoAzteca RicardoBSalinas qué daño hace a Sinaloa su afición al futbol.,Twitter Web App,0,0,,,,,2012-06-08 00:38:55,80,236
296,BancoAzteca,2020-10-16 19:32:13,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Quirino usted dijo que... iríamos a un juego usted y yo, no lo ha olvidado vdd 👍😘",Twitter for Android,0,1,,,,,2014-01-30 03:14:12,1744,550
299,BancoAzteca,2020-10-16 19:28:31,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Poco a poco se podrá aprender y disfrutar, la sana distancia puede estar en todos lados, venga",Twitter Web App,0,1,,,,,2010-02-23 15:52:47,906,1430
301,BancoAzteca,2020-10-16 19:27:46,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Allá nos vemos mi Gober!! Desde Escuinapa ya tenemos a la Porra,Twitter for iPhone,0,1,,,,,2010-03-24 17:06:37,229,94
302,BancoAzteca,2020-10-16 19:27:46,QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas Primer estadio en México en abrir sus puertas al público aficionado al fútbol. QuirinoOC seguro?,Twitter for iPhone,0,2,seguro,,,,2010-04-14 16:19:47,3897,2921
306,BancoAzteca,2020-10-16 19:25:32,"QuirinoOC MazatlanFC BancoAzteca RicardoBSalinas ¿Y no se pudieron esperar un poquito más como casi todo mundo, góber? O de plano le están perdiendo a la “inversión” los directivos del ex Morelia.  Es pregunta seria, eh.",Twitter for iPhone,0,7,,,,,2011-07-14 01:33:24,885,736
